Raoul d'Ast,Raoul d'Ast,"Ast, Raoul d'",,
Marco d'Avola,Marco d'Avola,"Avola, Marco d'",,
Enrique Barrera y Gomez ,Enrique Barrera y Gomez ,"Barrera y Gomez, Enrique",,
"Wilhelmine, Margräfin von Bayreuth","Wilhelmine, Margräfin von Bayreuth","Bayreuth, Wilhelmine, Margräfin von ",,
Louis-Abel Beffroy de Reigny ,Louis-Abel Beffroy de Reigny ,"Beffroy de Reigny, Louis-Abel",,
Miguel Bernal Jiménez,Miguel Bernal Jiménez,"Bernal Jiménez, Miguel",,
[Gerald Hugh Thrwhitt-Wilson] Lord Berners ,[Gerald Hugh Thrwhitt-Wilson] Lord Berners ,"Berners, Lord [Gerald Hugh Thrwhitt-Wilson]",,
[Sándor Bertha] Alexandre de Bertha ,[Sándor Bertha] Alexandre de Bertha ,"Bertha, Alexandre de [Sándor Bertha]",,
Albert de Bertier de Sauvigny ,Albert de Bertier de Sauvigny ,"Bertier de Sauvigny, Albert de",,
Joan Borràs de Palau ,Joan Borràs de Palau ,"Borràs de Palau, Joan",,
Conrado del Campo y Zabaleta ,Conrado del Campo y Zabaleta ,"Campo y Zabaleta, Conrado del",,
Óscar Camps y Soler  ,Óscar Camps y Soler  ,"Camps y Soler, Óscar",,
Miguel Carreras y González ,Miguel Carreras y González ,"Carreras y González, Miguel",,
[Félix Marie Henri Tilkin] Ivan Caryll,[Félix Marie Henri Tilkin] Ivan Caryll,"Caryll, Ivan [Félix Marie Henri Tilkin]",,
Ricardo Castro Herrera ,Ricardo Castro Herrera ,"Castro Herrera, Ricardo",,
[Ugo Casalis] Guy de Cazalès ,[Ugo Casalis] Guy de Cazalès ,"Cazalès, Guy de [Ugo Casalis]",,
Ruperto Chapí y Llorente ,Ruperto Chapí y Llorente ,"Chapí y Llorente, Ruperto",,
[Victor Cizos] Victor Chéri ,[Victor Cizos] Victor Chéri ,"Chéri, Victor [Victor Cizos] ",,
[Mme. S. Pallier] Ferdinand Clausen ,[Mme. S. Pallier] Ferdinand Clausen ,"Clausen, Ferdinand [Mme. S. Pallier] ",,
Manuel Clement y Cavedo ,Manuel Clement y Cavedo ,"Clement y Cavedo, Manuel",,
[Philip Antony Corri] Arthur Clifton,[Philip Antony Corri] Arthur Clifton,"Clifton, Arthur [Philip Antony Corri]  ",,
Vicente Costa y Nogueras ,Vicente Costa y Nogueras ,"Costa y Nogueras, Vicente",,
Vincenc Cuyás y Borés ,Vincenc Cuyás y Borés ,"Cuyás y Borés, Vincenc",,
__ De Cesare ,__ De Cesare ,"De Cesare, __",,
Ettore De Champs ,Ettore De Champs ,"De Champs, Ettore",,
B. De Dominicis ,B. De Dominicis ,"De Dominicis, B.",,
Alberto De Feo ,Alberto De Feo ,"De Feo, Alberto",,
Serafino De Ferrari ,Serafino De Ferrari ,"De Ferrari, Serafino",,
William De Fesch,William De Fesch,"De Fesch, William",,
Carlo De Giannetti ,Carlo De Giannetti ,"De Giannetti, Carlo",,
Nicola De Giosa,Nicola De Giosa,"De Giosa, Nicola",,
Renato De Grandis ,Renato De Grandis ,"De Grandis, Renato",,
Reginald De Koven,Reginald De Koven,"De Koven, Reginald",,
[Isidore Cohen] Isidore De Lara ,[Isidore Cohen] Isidore De Lara ,"De Lara, Isidore [Isidore Cohen]",,
Francesco Bartolomeo De Leone,Francesco Bartolomeo De Leone,"De Leone, Francesco Bartolomeo ",,
Frans De Mol,Frans De Mol,"De Mol, Frans",,
Layfayette De Neef,Layfayette De Neef,"De Neef, Layfayette",,
Mark De Palma,Mark De Palma,"De Palma, Mark",,
Victor De Sabata ,Victor De Sabata ,"De Sabata, Victor",,
Luigi De Santis ,Luigi De Santis ,"De Santis, Luigi",,
__ De Simone ,__ De Simone ,"De Simone, __",,
Roberto De Simone,Roberto De Simone,"De Simone, Roberto",,
Raoul De Smet,Raoul De Smet,"De Smet, Raoul",,
Guillaume De Windt,Guillaume De Windt,"De Windt, Guillaume",,
Jean De Winter,Jean De Winter,"De Winter, Jean",,
Luigi Del Corona ,Luigi Del Corona ,"Del Corona, Luigi",,
Ranieri Del Corona ,Ranieri Del Corona ,"Del Corona, Ranieri",,
Antonio Del Fante ,Antonio Del Fante ,"Del Fante, Antonio",,
Giuseppe Del Pinto ,Giuseppe Del Pinto ,"Del Pinto, Giuseppe",,
Francesco Del Prete ,Francesco Del Prete ,"Del Prete, Francesco",,
Antonio Del Put ,Antonio Del Put ,"Del Put, Antonio",,
Ferdinando Del Re ,Ferdinando Del Re ,"Del Re, Ferdinando",,
Adolfo Del Vecchio,Adolfo Del Vecchio,"Del Vecchio, Adolfo",,
Dominique Della Maria ,Dominique Della Maria ,"Della Maria, Dominique",,
Norman Dello Joio,Norman Dello Joio,"Dello Joio, Norman",,
[Georges Thiébost] Hugues Delorme ,[Georges Thiébost] Hugues Delorme ,"Delorme, Hugues [Georges Thiébost]",,
Giuseppe Di Dia ,Giuseppe Di Dia ,"Di Dia, Giuseppe",,
Giuseppe Di Franco,Giuseppe Di Franco,"Di Franco, Giuseppe",,
Giovanni Di Lorenzo ,Giovanni Di Lorenzo ,"Di Lorenzo, Giovanni",,
Pio Di Pietro ,Pio Di Pietro ,"Di Pietro, Pio",,
Fernando Diaz Siles ,Fernando Diaz Siles ,"Diaz Siles, Fernando",,
Edoardo Domínguez de Gironella ,Edoardo Domínguez de Gironella ,"Domínguez de Gironella, Edoardo",,
Richard D'Oyly Carte,Richard D'Oyly Carte,"D'Oyly Carte, Richard",,
Michel Du Boullay ,Michel Du Boullay ,"Du Boullay, Michel",,
Édouard Du Puy,Édouard Du Puy,"Du Puy, Édouard",,
Frédéric d'Erlanger,Frédéric d'Erlanger,"Erlanger, Frédéric d'",,
[Alexandrine Esterhazy] Alexandrine Ertis,[Alexandrine Esterhazy] Alexandrine Ertis,"Ertis, Alexandrine [Alexandrine Esterhazy]",,
Joaquin Espin y Guillen ,Joaquin Espin y Guillen ,"Espin y Guillen, Joaquin",,
[Oskar von Ernsthausen] Oscar Eve,[Oskar von Ernsthausen] Oscar Eve,"Eve, Oscar [Oskar von Ernsthausen] ",,
[Rocco Fedele] Ivan Fedele,[Rocco Fedele] Ivan Fedele,"Fedele, Ivan [Rocco Fedele]",,
[Felix Cohn] C. Felix ,[Felix Cohn] C. Felix ,"Felix, C. [Felix Cohn]",,
[Felix Krzysniowski] Karl Felix,[Felix Krzysniowski] Karl Felix,"Felix, Karl [Felix Krzysniowski]",,
Jorge Fernández Guerra ,Jorge Fernández Guerra ,"Fernández Guerra, Jorge",,
[William James Robjohn] Caryl Florio,[William James Robjohn] Caryl Florio,"Florio, Caryl [William James Robjohn]  ",,
Alphonse-Toussaint Fortia de Piles ,Alphonse-Toussaint Fortia de Piles ,"Fortia de Piles, Alphonse-Toussaint",,
[Hans Heinrich Bolko Hochberg] J. H. Franz ,[Hans Heinrich Bolko Hochberg] J. H. Franz ,"Franz, J. H. [Hans Heinrich Bolko Hochberg]",,
[Wilhelm Friedrich Riese] W. Friedrich,[Wilhelm Friedrich Riese] W. Friedrich,"Friedrich, W. [Wilhelm Friedrich Riese] ",,
Juan García Catalá ,Juan García Catalá ,"García Catalá, Juan",,
Alejandro García Caturla,Alejandro García Caturla,"García Caturla, Alejandro",,
Eduardo García Mansilla,Eduardo García Mansilla,"García Mansilla, Eduardo",,
[Heinrich Köselitz] Peter Gast,[Heinrich Köselitz] Peter Gast,"Gast, Peter [Heinrich Köselitz]",,
[Otto Junker] Otto Gaze,[Otto Junker] Otto Gaze,"Gaze, Otto [Otto Junker]",,
Felix Genoese di Geria,Felix Genoese di Geria,"Genoese di Geria, Felix",,
Tomás Genovés y Lapetra ,Tomás Genovés y Lapetra ,"Genovés y Lapetra, Tomás",,
[Max Winterfeld] Jean Gilbert ,[Max Winterfeld] Jean Gilbert ,"Gilbert, Jean [Max Winterfeld] ",,
[David Robert Winterfeld] Robert Gilbert,[David Robert Winterfeld] Robert Gilbert,"Gilbert, Robert [David Robert Winterfeld]  ",,
Salvador Giner y Vidal ,Salvador Giner y Vidal ,"Giner y Vidal, Salvador",,
José Melchor Gomis y Colomer ,José Melchor Gomis y Colomer ,"Gomis y Colomer, José Melchor",,
Jean de Granouilhet de Sablières ,Jean de Granouilhet de Sablières ,"Granouilhet de Sablières, Jean de",,
Nicolás Guanabens y Giral ,Nicolás Guanabens y Giral ,"Guanabens y Giral, Nicolás",,
Guo Wenjing,Guo Wenjing,Guo Wenjing,,
Václav Matyás Gurecký,Václav Matyás Gurecký,"Gurecký, Václav Matyás ",,
Felipe Gutiérrez Espina,Felipe Gutiérrez Espina,"Gutiérrez Espina, Felipe",,
Benjamín Gutiérrez Sáenz,Benjamín Gutiérrez Sáenz,"Gutiérrez Sáenz, Benjamín",,
Alfred d’Hack ,Alfred d’Hack ,"Hack, Alfred d’",,
[Richard Levy] Richard Haller ,[Richard Levy] Richard Haller ,"Haller, Richard [Richard Levy] ",,
[Lili Scheidl-Hutterstrasser] Lio Hans,[Lili Scheidl-Hutterstrasser] Lio Hans,"Hans, Lio [Lili Scheidl-Hutterstrasser]  ",,
[Hermann Cohen] Carlo Hermann,[Hermann Cohen] Carlo Hermann,"Hermann, Carlo [Hermann Cohen]  ",,
Eduardo Hernández Moncada,Eduardo Hernández Moncada,"Hernández Moncada, Eduardo",,
Héctor Iglesias Villoud,Héctor Iglesias Villoud,"Iglesias Villoud, Héctor",,
Vincent d'Indy ,Vincent d'Indy ,"Indy, Vincent d' ",,
[Edward Belville] Edward Jakobowski,[Edward Belville] Edward Jakobowski,"Jakobowski, Edward [Edward Belville] ",,
[György Kohner] Georg Jarno ,[György Kohner] Georg Jarno ,"Jarno, Georg [György Kohner]",,
José de Jesús Ravelo,José de Jesús Ravelo,"Jesús Ravelo, José de",,
Carlos Jiménez Mabarek,Carlos Jiménez Mabarek,"Jiménez Mabarek, Carlos",,
Jean-Benjamin La Borde ,Jean-Benjamin La Borde ,"La Borde, Jean-Benjamin",,
Pierre de La Garde ,Pierre de La Garde ,"La Garde, Pierre de",,
John La Montaine,John La Montaine,"La Montaine, John",,
Susan La Mothe,Susan La Mothe,"La Mothe, Susan",,
__ La Pérouse ,__ La Pérouse ,"La Pérouse, __",,
Paolino La Rocca ,Paolino La Rocca ,"La Rocca, Paolino",,
Enrico La Rosa ,Enrico La Rosa ,"La Rosa, Enrico",,
Pasquale La Rotella ,Pasquale La Rotella ,"La Rotella, Pasquale",,
Adrien-Nicolas de La Salle ,Adrien-Nicolas de La Salle ,"La Salle, Adrien-Nicolas de",,
Fernand de La Tombelle ,Fernand de La Tombelle ,"La Tombelle, Fernand de",,
Digby La Touche ,Digby La Touche ,"La Touche, Digby",,
Wesley La Violette,Wesley La Violette,"La Violette, Wesley",,
Joan Lamote de Grignon ,Joan Lamote de Grignon ,"Lamote de Grignon, Joan",,
[Georg Ernst Lüderwald] Ernst Lange,[Georg Ernst Lüderwald] Ernst Lange,"Lange, Ernst [Georg Ernst Lüderwald]",,
__ Le Boulet ,__ Le Boulet ,"Le Boulet, __",,
Charles Le Corbeiller,Charles Le Corbeiller,"Le Corbeiller, Charles",,
Paul Le Flem,Paul Le Flem,"Le Flem, Paul",,
Nicolas-Jean Le Froid de Méreaux,Nicolas-Jean Le Froid de Méreaux,"Le Froid de Méreaux, Nicolas-Jean ",,
Nicolò Le Mixte ,Nicolò Le Mixte ,"Le Mixte, Nicolò",,
__ Le Page ,__ Le Page ,"Le Page, __",,
Étienne Alexandre Le Prévost ,Étienne Alexandre Le Prévost ,"Le Prévost, Étienne Alexandre",,
Frédéric Le Rey ,Frédéric Le Rey ,"Le Rey, Frédéric",,
__ Le Roy ,__ Le Roy ,"Le Roy, __",,
Mlle. Le Sénéchal de Kerkado ,Mlle. Le Sénéchal de Kerkado ,"Le Sénéchal de Kerkado, Mlle.",,
Jean-François Le Sueur ,Jean-François Le Sueur ,"Le Sueur, Jean-François",,
"Leopold I, Kaiser von Deutschland ","Leopold I, Kaiser von Deutschland ","Leopold I, Kaiser von Deutschland ",,
Antonio Llanos y Berete ,Antonio Llanos y Berete ,"Llanos y Berete, Antonio",,
Andrew Lloyd Webber,Andrew Lloyd Webber,"Lloyd Webber, Andrew",,
Carlo López Buchardo,Carlo López Buchardo,"López Buchardo, Carlo",,
Miguel Lopez Remacha ,Miguel Lopez Remacha ,"Lopez Remacha, Miguel",,
[Marie-Emmanuelle Bayon] Mme. Louis ,[Marie-Emmanuelle Bayon] Mme. Louis ,"Louis, Mme. [Marie-Emmanuelle Bayon] ",,
[Harold R. White] Dermot Macmurrough,[Harold R. White] Dermot Macmurrough,"Macmurrough, Dermot [Harold R. White]  ",,
[Eugène Boursin] Géo Marelly ,[Eugène Boursin] Géo Marelly ,"Marelly, Géo [Eugène Boursin]",,
Vincent Martín y Soler ,Vincent Martín y Soler ,"Martín y Soler, Vincent ",,
Pedro Martínez de Orgambide ,Pedro Martínez de Orgambide ,"Martínez de Orgambide, Pedro",,
Manuel Martínez Faixá ,Manuel Martínez Faixá ,"Martínez Faixá, Manuel",,
[Willert Beale] Walter Maynard,[Willert Beale] Walter Maynard,"Maynard, Walter [Willert Beale]  ",,
Antonio Mercadal y Pons ,Antonio Mercadal y Pons ,"Mercadal y Pons, Antonio",,
[Eugène Siebel] Eugène Météhen ,[Eugène Siebel] Eugène Météhen ,"Météhen, Eugène [Eugène Siebel]  ",,
José Pablo Moncayo García,José Pablo Moncayo García,"Moncayo García, José Pablo ",,
Federico Moreno Torroba ,Federico Moreno Torroba ,"Moreno Torroba, Federico",,
[Rudolf Lewysohn] Rudolf Nelson,[Rudolf Lewysohn] Rudolf Nelson,"Nelson, Rudolf [Rudolf Lewysohn]  ",,
Eamonn Ó Gallchobhair,Eamonn Ó Gallchobhair,"Ó Gallchobhair, Eamonn",,
[Thomas Whitwell-Buller] T. O'Brien Butler,[Thomas Whitwell-Buller] T. O'Brien Butler,"O'Brien Butler, T. [Thomas Whitwell-Buller]",,
António da Silva Gomes e Oliveira ,António da Silva Gomes e Oliveira ,"Oliveira, António da Silva Gomes e ",,
Eleodoro Ortiz de Zárate ,Eleodoro Ortiz de Zárate ,"Ortiz de Zárate, Eleodoro",,
Ignacio Ovejero y Ramos ,Ignacio Ovejero y Ramos ,"Ovejero y Ramos, Ignacio",,
Luis Pacheco de Céspedes,Luis Pacheco de Céspedes,"Pacheco de Céspedes, Luis",,
Cenobio Paniagua y Vasques,Cenobio Paniagua y Vasques,"Paniagua y Vasques, Cenobio",,
[Joseph Williams] Florian Pascal,[Joseph Williams] Florian Pascal,"Pascal, Florian [Joseph Williams]  ",,
Eduardo Pérez Maseda ,Eduardo Pérez Maseda ,"Pérez Maseda, Eduardo",,
Jeremy Peyton Jones,Jeremy Peyton Jones,"Peyton Jones, Jeremy",,
"Philippe, duc d'Orléans ","Philippe, duc d'Orléans ","Philippe, duc d'Orléans ",,
José Piqué y Cerveró ,José Piqué y Cerveró ,"Piqué y Cerveró, José",,
[Friedrich Raimund Vesely] Fred Raymond,[Friedrich Raimund Vesely] Fred Raymond,"Raymond, Fred [Friedrich Raimund Vesely]",,
Franz Richter Herf ,Franz Richter Herf ,"Richter Herf, Franz",,
[Théodore Bennet] Théodore Ritter ,[Théodore Bennet] Théodore Ritter ,"Ritter, Théodore [Théodore Bennet]",,
[Eduard Kreusch] C. E. Robert,[Eduard Kreusch] C. E. Robert,"Robert, C. E. [Eduard Kreusch] ",,
Eduardo Rodríguez-Losada Rebellón,Eduardo Rodríguez-Losada Rebellón,"Rodríguez-Losada Rebellón, Eduardo",,
[Landon Ronald Russell] Landon Ronald,[Landon Ronald Russell] Landon Ronald,"Ronald, Landon [Landon Ronald Russell] ",,
[Emil Rosenthal] Emil Rosé,[Emil Rosenthal] Emil Rosé,"Rosé, Emil [Emil Rosenthal]",,
Louise Geneviève Rousseau de La Hyde ,Louise Geneviève Rousseau de La Hyde ,"Rousseau de La Hyde, Louise Geneviève",,
Eduardo Sánchez de Fuentes,Eduardo Sánchez de Fuentes,"Sánchez de Fuentes, Eduardo",,
Ventura Sánchez de la Madrid ,Ventura Sánchez de la Madrid ,"Sánchez de la Madrid, Ventura",,
Roberto Sánchez Ferrer,Roberto Sánchez Ferrer,"Sánchez Ferrer, Roberto",,
Francesc Sánchez Gavagnach ,Francesc Sánchez Gavagnach ,"Sánchez Gavagnach, Francesc",,
[Friedrich von Schirza] Risto Savin,[Friedrich von Schirza] Risto Savin,"Savin, Risto [Friedrich von Schirza]",,
[Andrea De Chirico] Alberto Savinio ,[Andrea De Chirico] Alberto Savinio ,"Savinio, Alberto [Andrea De Chirico]",,
[Amalie Prinzessin von Sachsen] A. Serena ,[Amalie Prinzessin von Sachsen] A. Serena ,"Serena, A. [Amalie Prinzessin von Sachsen] ",,
Bernhard van den Sigtenhorst Meyer ,Bernhard van den Sigtenhorst Meyer ,"Sigtenhorst Meyer, Bernhard van den ",,
Reginald Smith Brindle,Reginald Smith Brindle,"Smith Brindle, Reginald",,
[Florence Skinner] Fiorenza Steward-Stresa,[Florence Skinner] Fiorenza Steward-Stresa,"Steward-Stresa, Fiorenza [Florence Skinner] ",,
[Thomas Augustine Barrett] Leslie Stuart,[Thomas Augustine Barrett] Leslie Stuart,"Stuart, Leslie [Thomas Augustine Barrett]",,
Frantisek Suchý,Frantisek Suchý,"Suchý, Frantisek",,
Ricardo Taboada Steger ,Ricardo Taboada Steger ,"Taboada Steger, Ricardo",,
Tan Dun,Tan Dun,Tan Dun,,
[Karl Paumgarten] Friedrich von Thul ,[Karl Paumgarten] Friedrich von Thul ,"Thul, Friedrich von [Karl Paumgarten]",,
Tomás de Torrejón y Velasco,Tomás de Torrejón y Velasco,"Torrejón y Velasco, Tomás de ",,
Antonín Tucapský,Antonín Tucapský,"Tucapský, Antonín",,
John A. Van Broekhoven,John A. Van Broekhoven,"Van Broekhoven, John A. ",,
Carl Van Buskirk,Carl Van Buskirk,"Van Buskirk, Carl",,
Nancy Van de Vate ,Nancy Van de Vate ,"Van de Vate, Nancy",,
Arthur Van Dooren,Arthur Van Dooren,"Van Dooren, Arthur",,
Georges Van Parys ,Georges Van Parys ,"Van Parys, Georges",,
Ralph Vaughan Williams,Ralph Vaughan Williams,"Vaughan Williams, Ralph ",,
Jaime Ventura Tort ,Jaime Ventura Tort ,"Ventura Tort, Jaime",,
[Karl Hutterstrasser] Charles Verney ,[Karl Hutterstrasser] Charles Verney ,"Verney, Charles [Karl Hutterstrasser] ",,
Paul Véronge de La Nux,Paul Véronge de La Nux,"Véronge de La Nux, Paul",,
Andrés Vidal y Llimona ,Andrés Vidal y Llimona ,"Vidal y Llimona, Andrés",,
[Harold Gumm] Harry Von Tilzer,[Harold Gumm] Harry Von Tilzer,"Von Tilzer, Harry [Harold Gumm]",,
[Walter Schmidt] Fried Walter ,[Walter Schmidt] Fried Walter ,"Walter, Fried [Walter Schmidt]",,
Cleto Zabala y Arrambari,Cleto Zabala y Arrambari,"Zabala y Arrambari, Cleto",,
Buenaventura Zapiráin Uribe ,Buenaventura Zapiráin Uribe ,"Zapiráin Uribe, Buenaventura",,
