Franjo Ros,Franjo Roš,"Roš, Franjo",,
G. della Rosa,Gregorio della Rosa,"Rosa, Gregorio della ",,
Claude-Joseph Rouget de Lisle ,Claude Joseph Rouget de Lisle     ,"Rouget de Lisle, Claude Joseph",,
Pierre-Joseph Rousseau ,Auguste Rousseau     ,"Rousseau, Auguste",,
Stefania Rózycka,Stefania Różycka,"Różycka, Stefania",,
Anacleta Rubega ,Anacleto Rubega      ,"Rubega, Anacleto",,
Frantisek Jaromír Rubes,František Jaromír Rubeš,"Rubeš, František Jaromír ",,
Zbigniew Rudzinski,Zbigniew Rudziński,"Rudziński, Zbigniew",,
V. Ruml ,Václav Ruml     ,"Ruml, Václav",,
Germain François Poullain de Saintfoix ,Germain-François Poullain de Saint-Foix     ,"Saint-Foix, Germain-François Poullain de",,
Jules-Henri Vernoy de Saint-Georges ,Henri de Saint-Georges     ,"Saint-Georges, Henri de",,
[Jean de Granier de Cassagnac] Saint-Granier ,[Jean Granier de Cassagnac] Saint-Granier     ,"Saint-Granier, [Jean Granier de Cassagnac]",,
Amable Villain de Saint-Hilaire ,Amable de Saint-Hilaire      ,"Saint-Hilaire, Amable de",,
Jean-Paul-André Razins de Saint-Marc ,Jean-Paul-André de Razins Saint-Marc     ,"Saint-Marc, Jean-Paul-André de Razins",,
Louise-Geneviève Gillot de Saintonge ,Louise-Geneviève de Saintonge     ,"Saintonge, Louise-Geneviève de",,
François-Emmanuel Comte de Saint-Priest ,François-Emmanuel Guignard de Saint-Priest     ,"Saint-Priest, François-Emmanuel Guignard de",,
Jacques Maximilien Benjamin Bins de Saint-Victor ,Jacques-Maximilien Benjamin Bins de Saint-Victor,"Saint-Victor, Jacques-Maximilien Benjamin Bins de",,
Franc Saleski Finzgar,Fran Saleški Finžgar,"Saleški Finžgar, Fran",,
Constance Marie de Théis de Salm-Dyck ,Constance de Salm     ,"Salm, Constance de",,
Aleksa Santic,Aleksa Šantić,"Šantić, Aleksa",,
Mihail Saulescu,Mihail Săulescu,"Săulescu, Mihail",,
[Friedrich von Schirza] Risto Savin,[Friderik Širca] Risto Savin,"Savin, Risto [Friderik Širca]  ",,
Gerhard Schätzler-Perasini ,Gebhardt Schätzler-Perasini      ,"Schätzler-Perasini, Gebhardt",,
Anezka Schulzová,Anežka Schulzová,"Schulzová, Anežka",,
Mihai Sebastian,Mihail Sebastian,"Sebastian, Mihail",,
Prokop Sedivy,Prokop František Šedivý,"Šedivý, Prokop František ",,
Petar Segedin,Petar Šegedin,"Šegedin, Petar",,
__ Siefert ,Hellmut Seifert     ,"Seifert, Hellmut",,
M. Sel'vinsky ,Il'ya L'vovich Sel'vinsky     ,"Sel'vinsky, Il'ya L'vovich",,
Henri-Charles Comte de Senneterre ,Henri-Charles de Senneterre     ,"Senneterre, Henri-Charles de",,
Eduard Simek,Eduard Šimek,"Šimek, Eduard",,
Maks Simoncic,Maks Simončič,"Simončič, Maks",,
Karel Sípek,Karel Šipek,"Šipek, Karel",,
Frantisek Sir,František Sir,"Sir, František",,
E. Skie ,Eyvind Skeie    ,"Skeie, Eyvind",,
Vlastimil Skolaudý,Vlastimil Školaudy,"Školaudy, Vlastimil",,
[Ondrej Braxatoris] Andrej Sládkovic,[Ondrej Braxatoris] Andrej Sládkovič,"Sládkovič, Andrej [Ondrej Braxatoris] ",,
Juliusz Slowacki,Juliusz Słowacki,"Słowacki, Juliusz",,
[Ján Cietek] Ján Smrek,[Ján Čietek] Ján Smrek,"Smrek, Ján [Ján Čietek]",,
Jirí Smutný,Jiří Smutný,"Smutný, Jiří",,
Friedrich Julius Heinrich von Soden von Sassanfart ,Julius von Soden      ,"Soden, Julius von",,
Marko Soljacic,Marko Soljačić,"Soljačić, Marko",,
Philipp Karl Christian Sondershausen ,Karl Sondershausen     ,"Sondershausen, Karl",,
Mihail Sorbul,[Mihail Smolski] Mihail Sorbul,"Sorbul, Mihail [Mihail Smolski]",,
Frána Srámek,Fráňa Šrámek,"Šrámek, Fráňa",,
Vladimir Srámek,Vladimír Šrámek,"Šrámek, Vladimír",,
Borisav Stankovic,Borisav Stanković,"Stanković, Borisav",,
Josef Jirí Stankovský,Josef Jiří Stankovský,"Stankovský, Josef Jiří ",,
Ilija Stanojevic,Ilija Stanojević,"Stanojević, Ilija",,
Léopold-Louis-Lambert Stapleaux ,Léopold Stapleaux      ,"Stapleaux, Léopold",,
Milos Stedron,Miloš Štědroň,"Štědroň, Miloš",,
Mircea Stefanescu,Mircea Ștefănescu,"Ștefănescu, Mircea",,
G. D. Stille,Gottlieb Daniel Stille,"Stille, Gottlieb Daniel ",,
Mijo Stimac,Mijo Štimac,"Štimac, Mijo",,
F. Strahl ,[Carl Schrader] A. C. Strahl    ,"Strahl, A. C. [Carl Schrader]",,
Gregor Strnisa,Gregor Strniša,"Strniša, Gregor",,
Ladislav Stroupeznický,Ladislav Stroupežnický,"Stroupežnický, Ladislav",,
Eugen Suchon,Eugen Suchoň,"Suchoň, Eugen",,
Stepan Sulek,Stjepan Šulek,"Šulek, Stjepan",,
G. Sutra ,[Georges Artus] Géo Sutra    ,"Sutra, Géo [Georges Artus]",,
Tomaz Svete,Tomaž Svete,"Svete, Tomaž",,
[Johana Muzáková] Karolina Svetlá,[Johana Mužáková] Karolina Světlá,"Světlá, Karolina [Johana Mužáková]",,
Frantisek Xavier Svoboda,František Xavier Svoboda,"Svoboda, František Xavier ",,
Václav Alois Svoboda-Navarovský,Václav Alois Svoboda,"Svoboda, Václav Alois ",,
Anna Swirszczynska,Anna Świrszczyńska,"Świrszczyńska, Anna",,
Gustaw Stefan Szczawinski,Gustaw Stefan Szczawiński,"Szczawiński, Gustaw Stefan ",,
Stanislaw Szymanski,Stanisław Szymański,"Szymański, Stanisław",,
Ignacy Tanski,Ignacy Tański,"Tański, Ignacy",,
Nicolae Tautu,Nicolae Tăutu,"Tăutu, Nicolae",,
Rudolf Tesnohlídek,Rudolf Těsnohlídek,"Těsnohlídek, Rudolf",,
Ivo Tijardovic,Ivo Tijardović,"Tijardović, Ivo",,
Josip Eugen Tomic,Josip Eugen Tomić,"Tomić, Josip Eugen ",,
S. tor Hardt ,S. Tor Hardt     ,"Tor Hardt, S.",,
Mathieu-Jean-Baptiste Nioche de Tournay ,[Mathieu-Jean-Baptiste Nioche] Tournay     ,"Tournay, [Mathieu-Jean-Baptiste Nioche]",,
Kosta Trifkovic,Kosta Trifković,"Trifković, Kosta",,
[Karlo Lukez] Dr. Trnoplesar-Budisvoj,[Karlo Lukež] Dr. Trnoplesar-Budisvoj,"Trnoplesar-Budisvoj, Dr. [Karlo Lukež] ",,
Frantisek Trtilek,František Trtilek,"Trtilek, František",,
Srdjan Tucic,Srđan Tucić,"Tucić, Srđan",,
Andrejs Upitis,Andrejs Upīts,"Upīts, Andrejs",,
Radu Urlatianu,Radu Urlăţianu,"Urlăţianu, Radu",,
Milos Vacek,Miloš Vacek,"Vacek, Miloš",,
G. Sarrazin de Montferrier ,[Jean Nicolas Gustave van Nieuvenhuysen] Gustave Vaëz   ,"Vaëz, Gustave [Jean Nicolas Gustave van Nieuvenhuysen]",,
Adrien-Joseph Le Valois d'Orville ,Adrien-Joseph de Valois d'Orville     ,"Valois d'Orville, Adrien-Joseph de",,
Julijs Vanags,Jūlijs Vanags,"Vanags, Jūlijs",,
Kаroly Vargha,Kàroly Vargha,"Vargha, Kàroly",,
Lorenzo Verzuso Beretti,Lorenzo Verzuso Beretti Landi,"Verzuso Beretti Landi, Lorenzo",,
Janko Milosev Veselinovic,Janko Milosev Veselinović,"Veselinović, Janko Milosev",,
J. Vêtez ,J. Vetez     ,"Vetez, J.",,
Tihomil Vidosic,Tihomil Vidošić,"Vidošić, Tihomil",,
[Viktors Kalnins] Viks,[Viktors Kalniņš] Viks,"Viks, [Viktors Kalniņš] ",,
Pavils Vilips,Pāvils Vilips,"Vilips, Pāvils",,
[Marie-Joseph-Édouard Hardя de Périni] Jean de Villeurs,[Édouard Hardÿ de Périni] Jean de Villeurs     ,"Villeurs, Jean de [Édouard Hardÿ de Périni]",,
Duro Vilovic,Duro Vilović,"Vilović, Duro",,
[Mlle. Obey & Mme. A.-M. Jullien] Dominique Vincent ,[Mme. A.-M. Jullien] Dominique Vincent     ,"Vincent, Dominique [Mme. A.-M. Jullien]  ",,
V. Rudolf ,[Vida Rudolf] Stana Vinsek    ,"Vinsek, Stana [Vida Rudolf]",,
Filip Visnjic,Filip Višnjić,"Višnjić, Filip",,
Claude-Henri de Fuzée de Voisenon ,Claude-Henri de Fusée de Voisenon       ,"Voisenon , Claude-Henri de Fusée de",,
Ivo Vojnovic,Ivo Vojnović,"Vojnović, Ivo",,
Boleslav Vomácka,Boleslav Vomáčka,"Vomáčka, Boleslav",,
[Emil Bohus Frída] Jaroslav Vrchlický,[Emil Bohuslav Frída] Jaroslav Vrchlický,"Vrchlický, Jaroslav, [Emil Bohuslav Frída]  ",,
Mélanie de Villenave Waldor ,Mélanie Waldor     ,"Waldor, Mélanie",,
Boleslaw Wallek-Walewski,Bolesław Wallek-Walewski,"Wallek-Walewski, Bolesław",,
H. Wannyn ,Honoré Wannyn     ,"Wannyn, Honoré",,
Franciszek Wezyk,Franciszek Wężyk,"Wężyk, Franciszek",,
Bronislaw Wiernik,Bronisław Wiernik,"Wiernik, Bronisław",,
Stanislaw Ignacy Witkiewicz,Stanisław Ignacy Witkiewicz,"Witkiewicz, Stanisław Ignacy ",,
D. Wohl ,J. Wohl     ,"Wohl, J.",,
Kazimierz Wladyslaw Wójcicki,Kazimierz Władysław Wójcicki,"Wójcicki, Kazimierz Władysław ",,
Wlodzimierz Wolski,Włodzimierz Wolski,"Wolski, Włodzimierz",,
Stanislaw Wyspianski,Stanisław Wyspiański,"Wyspiański, Stanisław",,
__ Xantrac ,E. Xantrac     ,"Xantrac, E.",,
__ Yralto ,Francis Yralts     ,"Yralts, Francis",,
Franciszek Zablocki,Franciszek Zabłocki,"Zabłocki, Franciszek",,
Juljan Surzýcha,František Zákrejs,"Zákrejs, František",,
S. Zaleski ,Sigismund Zaleski     ,"Zaleski, Sigismund",,
A. Zallotti,Alessandro Zallotti,"Zallotti, Alessandro",,
Jirí Zalman,Jiří Žalman,"Žalman, Jiří",,
Evzen Zámecnik,Evžen Zámečník,"Zámečník, Evžen",,
Antonin Zápotocky,Antonín Zápotocký,"Zápotocký, Antonín",,
Margers Zarins,Marģeris Zariņš,"Zariņš, Marģeris",,
A. Zatarain,Ambrosio Zatarain,"Zatarain, Ambrosio",,
Emil Zegadlowicz,Emil Zegadłowicz,"Zegadłowicz, Emil",,
Stefan Zeromski,Stefan Żeromski,"Żeromski, Stefan",,
S. Zhiyenbayev ,Sagi Zhiyenbayev     ,"Zhiyenbayev, Sagi",,
Franz Zigrovic von Pretocki,Franz Žigrović-Pretočki,"Žigrović-Pretočki, Franz",,
Matous Zill,Matouš Zill,"Zill, Matouš",,
Martins Ziverts,Mārtiņš Zīverts,"Zīverts, Mārtiņš",,
Alojzy Zólkowski,Alojzy Żółkowski,"Żółkowski, Alojzy",,
Ludo Zúbek,Ľudo Zúbek,"Zúbek, Ľudo",,
Jerzy Zulawski,Jerzy Żuławski,"Żuławski, Jerzy",,
,,,,
,,,,
,,,,
,,,,
,,,,
